cord_uid;organization;title;doi;license;publish_time;authors;journal;url
z9nmtvzc;Medline;Safety and Efficacy of Polymeric Clips for Appendiceal Stump Closure.;10.4293/jsls.2016.00045;unk;2016;Reinke, Caroline E- Tabone, Lawrence E- Fong, Philip- Yoo, Jin S- Park, Chan W;JSLS : Journal of the Society of Laparoendoscopic Surgeons;"https://doi.org/10.4293/jsls.2016.00045; https://www.ncbi.nlm.nih.gov/pubmed/27493473/"
xbygh9ik;Medline;Evaluation of liver parenchyma and perfusion using dynamic contrast-enhanced computed tomography and contrast-enhanced ultrasonography in captive green iguanas (Iguana iguana) under general anesthesia.;10.1186/1746-6148-10-112;unk;2014;Nardini, Giordano- Di Girolamo, Nicola- Leopardi, Stefania- Paganelli, Irene- Zaghini, Anna- Origgi, Francesco C- Vignoli, Massimo;BMC veterinary research;"https://doi.org/10.1186/1746-6148-10-112; https://www.ncbi.nlm.nih.gov/pubmed/24885935/"
ayxqv0j8;Medline;RNA helicases in infection and disease.;10.4161/rna.20090;unk;2012;Steimer, Lenz- Klostermeier, Dagmar;RNA biology;"https://doi.org/10.4161/rna.20090; https://www.ncbi.nlm.nih.gov/pubmed/22699555/"
z48z6je7;Medline;Lentiviral Gene Therapy Combined with Low-Dose Busulfan in Infants with SCID-X1.;10.1056/nejmoa1815408;unk;2019;Mamcarz, Ewelina- Zhou, Sheng- Lockey, Timothy- Abdelsamed, Hossam- Cross, Shane J- Kang, Guolian- Ma, Zhijun- Condori, Jose- Dowdy, Jola- Triplett, Brandon- Li, Chen- Maron, Gabriela- Aldave Becerra, Juan C- Church, Joseph A- Dokmeci, Elif- Love, James T- da Matta Ain, Ana C- van der Watt, Hedi- Tang, Xing- Janssen, William- Ryu, Byoung Y- De Ravin, Suk See- Weiss, Mitchell J- Youngblood, Benjamin- Long-Boyle, Janel R- Gottschalk, Stephen- Meagher, Michael M- Malech, Harry L- Puck, Jennifer M- Cowan, Morton J- Sorrentino, Brian P;The New England journal of medicine;"https://doi.org/10.1056/nejmoa1815408; https://www.ncbi.nlm.nih.gov/pubmed/30995372/"
bpbic35z;Medline;Mathematical models for assessing the role of airflow on the risk of airborne infection in hospital wards.;10.1098/rsif.2009.0305.focus;unk;2009;Noakes, Catherine J- Sleigh, P Andrew;Journal of the Royal Society, Interface;"https://doi.org/10.1098/rsif.2009.0305.focus; https://www.ncbi.nlm.nih.gov/pubmed/19812072/"
11r46osg;Medline;Clinical relevance of multiple respiratory virus detection in adult patients with acute respiratory illness.;10.1128/jcm.03298-14;unk;2015;Choi, Seong-Ho- Chung, Jin-Won- Kim, Hye Ryoun;Journal of clinical microbiology;"https://doi.org/10.1128/jcm.03298-14; https://www.ncbi.nlm.nih.gov/pubmed/25631799/"
62kapla9;Medline;Analysis of Gastric Physiology After Laparoscopic Sleeve Gastrectomy (LSG) With or Without Antral Preservation in Relation to Metabolic Response: a Randomised Study.;10.1007/s11695-017-2700-z;unk;2017;Vives, M- Molina, A- Danús, M- Rebenaque, E- Blanco, S- París, M- Sánchez, A- Sabench, F- Del Castillo, D;Obesity surgery;"https://doi.org/10.1007/s11695-017-2700-z; https://www.ncbi.nlm.nih.gov/pubmed/28478583/"
lbn90t37;Medline;Detection and molecular characterization of enteric viruses in breeder turkeys.;10.1080/03079450903490289;unk;2010;Jindal, Naresh- Patnayak, Devi P- Chander, Yogesh- Ziegler, Andre F- Goyal, Sagar M;Avian pathology : journal of the W.V.P.A;"https://doi.org/10.1080/03079450903490289; https://www.ncbi.nlm.nih.gov/pubmed/20390537/"
74kb82xc;Medline;Ventilator Settings to Avoid Nuisance Alarms During Mouthpiece Ventilation.;10.4187/respcare.04217;unk;2016;Carlucci, Annalisa- Mattei, Alessio- Rossi, Veronica- Paracchini, Elena- Raineri, Santi Maurizio- Gregoretti, Cesare;Respiratory care;"https://doi.org/10.4187/respcare.04217; https://www.ncbi.nlm.nih.gov/pubmed/26670472/"
19qxw1h4;Medline;Perioperative outcomes and survival in elderly patients undergoing laparoscopic distal pancreatectomy.;10.1002/jhbp.409;unk;2017;Sahakyan, Mushegh A- Edwin, Bjørn- Kazaryan, Airazat M- Barkhatov, Leonid- Buanes, Trond- Ignjatovic, Dejan- Labori, Knut Jørgen- Røsok, Bård Ingvald;Journal of hepato-biliary-pancreatic sciences;"https://doi.org/10.1002/jhbp.409; https://www.ncbi.nlm.nih.gov/pubmed/27794204/"
ow1938j6;Medline;Retrospective analysis of cases of intraoperative awareness in a large multi-hospital health system reported in the early postoperative period.;10.1186/s12871-020-00974-3;unk;9/3/2020;Deis, Amanda S- Schnetz, Michael P- Ibinson, James W- Vogt, Keith M;BMC anesthesiology;"https://doi.org/10.1186/s12871-020-00974-3; https://www.ncbi.nlm.nih.gov/pubmed/32151241/"
2de7x0e5;Medline;Gene expression profile of the fibrotic response in the peritoneal cavity.;10.1016/j.diff.2010.03.001;unk;2010;Le, S J- Gongora, M- Zhang, B- Grimmond, S- Campbell, G R- Campbell, J H- Rolfe, B E;"Differentiation; research in biological diversity";"https://doi.org/10.1016/j.diff.2010.03.001; https://www.ncbi.nlm.nih.gov/pubmed/20395036/"
j7r2631i;Medline;People with Intellectual Disabilities and the COVID-19 Pandemic.;10.1017/ipm.2020.66;unk;27/5/2020;Gulati, Gautam- Fistein, Elizabeth- Dunne, Colum P- Kelly, Brendan D- Murphy, Valerie E;Irish journal of psychological medicine;"https://doi.org/10.1017/ipm.2020.66; https://www.ncbi.nlm.nih.gov/pubmed/32456734/"
jfcyplsf;Medline;Heparin-bonded covered stents versus bare-metal stents for complex femoropopliteal artery lesions: the randomized VIASTAR trial (Viabahn endoprosthesis with PROPATEN bioactive surface [VIA] versus bare nitinol stent in the treatment of long lesions in superficial femoral artery occlusive disease).;10.1016/j.jacc.2013.05.079;unk;2013;Lammer, Johannes- Zeller, Thomas- Hausegger, Klaus A- Schaefer, Philipp J- Gschwendtner, Manfred- Mueller-Huelsbeck, Stefan- Rand, Thomas- Funovics, Martin- Wolf, Florian- Rastan, Aljoscha- Gschwandtner, Michael- Puchner, Stefan- Ristl, Robin- Schoder, Maria;Journal of the American College of Cardiology;"https://doi.org/10.1016/j.jacc.2013.05.079; https://www.ncbi.nlm.nih.gov/pubmed/23831445/"
s6ag9gt4;Medline;Covid-19: environmental health officers and retired doctors step up to fill contact tracing void.;10.1136/bmj.m1638;unk;24/4/2020;Mahase, Elisabeth;BMJ;"https://doi.org/10.1136/bmj.m1638; https://www.ncbi.nlm.nih.gov/pubmed/32332070/"
zenrwxji;Medline;Modified classification of surgical meshes for hernia repair based on the analyses of 1,000 explanted meshes.;10.1007/s10029-012-0913-6;unk;2012;Klinge, U- Klosterhalfen, B;Hernia : the journal of hernias and abdominal wall surgery;"https://doi.org/10.1007/s10029-012-0913-6; https://www.ncbi.nlm.nih.gov/pubmed/22562353/"
zaa3hpqs;Medline;One-year single-center experience with the Aperio thrombectomy device in large vessel occlusion in the anterior circulation: safety, efficacy, and clinical outcome.;10.1007/s10072-019-03861-z;unk;2019;Kaschner, Marius Georg- Weiss, Daniel- Rubbert, Christian- Lee, John-Ih- Gliem, Michael- Jander, Sebastian- Ivan, Vivien- Kraus, Bastian- Turowski, Bernd- Caspers, Julian;Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology;"https://doi.org/10.1007/s10072-019-03861-z; https://www.ncbi.nlm.nih.gov/pubmed/30949780/"
nzg9vwl4;Medline;Does State-Level Nurse Practitioner Scope-of-Practice Policy Affect Access to Care?;10.1177/0193945918795168;unk;2019;Patel, Esita Y- Petermann, Victoria- Mark, Barbara A;Western journal of nursing research;"https://doi.org/10.1177/0193945918795168; https://www.ncbi.nlm.nih.gov/pubmed/30136613/"
rnis0l0a;Medline;Patient selection guidelines in MR-guided focused ultrasound surgery of uterine fibroids: a pictorial guide to relevant findings in screening pelvic MRI.;10.1007/s00330-008-1086-7;unk;2008;Yoon, Sang-Wook- Lee, Chan- Cha, Sun Hee- Yu, Jeong-Sik- Na, Young-Jeong- Kim, Kyoung Ah- Jung, Sang-Geun- Kim, Seung-Jo;European radiology;"https://doi.org/10.1007/s00330-008-1086-7; https://www.ncbi.nlm.nih.gov/pubmed/18618119/"
w17gppxa;Medline;Emergent pneumonectomy for lung gangrene: does the outcome warrant the procedure?;10.1016/j.athoracsur.2014.03.007;unk;2014;Schweigert, Michael- Giraldo Ospina, Carlos F- Solymosi, Norbert- Karmy-Jones, Riyad- Dubecz, Attila- Fernández, Marta Jiménez- Quero Valenzuela, Florencio- Ofner, Dietmar- Stein, Hubert J;The Annals of thoracic surgery;"https://doi.org/10.1016/j.athoracsur.2014.03.007; https://www.ncbi.nlm.nih.gov/pubmed/24793684/"
1zuw3pp7;Medline;COVID-19 and Acute Pulmonary Embolism in Postpartum Patient.;10.3201/eid2608.201383;unk;12/5/2020;Khodamoradi, Zohre- Boogar, Shahrokh Sadeghi- Shirazi, Farnaz Kamali Haghighi- Kouhi, Pariya;Emerging infectious diseases;"https://doi.org/10.3201/eid2608.201383; https://www.ncbi.nlm.nih.gov/pubmed/32396506/"
18we5enc;WHO;Working remotely if you are visually impaired;10.1177/0264619620925702;unk;2020;Ginley, Barry;British Journal of Visual Impairment;https://doi.org/10.1177/0264619620925702
bngd5rle;MedRxiv;Using epidemic simulators for monitoring an ongoing epidemic;10.1101/2020.05.08.20095463;medrxiv;12/5/2020;Raghavan, M.- Sridharan, K. S.- M R, Y.;;http://medrxiv.org/cgi/content/short/2020.05.08.20095463v1?rss=1
ywr6plsh;MedRxiv;Endotoxemia and circulating bacteriome in severe COVID-19 patients;10.1101/2020.05.29.20109785;medrxiv;2/6/2020;Sirivongrangson, P.- Kulvichit, W.- Payungporn, S.- Pisitkun, T.- Chindamporn, A.- Peerapornratana, S.- Pisitkun, P.- Chitcharoen, S.- Sawaswong, V.- Worasilchai, N.- Kampunya, S.- Putcharoen, O.- Tawitsri, T.- Leelayuwatanakul, N.- Kongpolprom, N.- Phoophiboon, V.- Sriprasart, T.- Samransamruajkit, R.- Tungsanga, S.- Tiankanon, K.- Lumlertgul, N.- Leelahavanichkul, A.- Sriphojanart, T.- Tantawichien, T.- Thisyakorn, U.- Chirathaworn, C.- Praditpornsilpa, K.- Tungsanga, K.- Eiam-Ong, S.- Sitprija, V.- Kellum, J. A.- Srisawat, N.;;http://medrxiv.org/cgi/content/short/2020.05.29.20109785v1?rss=1
i48notp6;MedRxiv;Sensitivity of nasopharyngeal swabs and saliva for the detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2);10.1101/2020.05.01.20081026;medrxiv;5/5/2020;Jamal, A. J.- Mohammad, M.- Coomes, E.- Powis, J.- Li, A.- Paterson, A.- Anceva-Sami, S.- Barati, S.- Crowl, G.- Faheem, A.- Farooqi, L.- Khan, S.- Prost, K.- Poutanen, S.- Yip, L.- Zhong, Z.- McGeer, A. J.- Mubareka, S.;;http://medrxiv.org/cgi/content/short/2020.05.01.20081026v1?rss=1
w5tc6gmu;MedRxiv;Effects of temperature and humidity on the spread of COVID-19: A systematic review.;10.1101/2020.04.14.20064923;medrxiv;17/4/2020;Mecenas, P.- Bastos, R.- Vallinoto, A.- Normando, D.;;http://medrxiv.org/cgi/content/short/2020.04.14.20064923v1?rss=1
suhqgmlo;MedRxiv;Virus strain of a mild COVID-19 patient in Hangzhou representing a new trend in SARS-CoV-2 evolution related to Furin cleavage site;10.1101/2020.03.10.20033944;medrxiv;13/3/2020;Xi, Jin- Xu, Kangli- Jiang, Penglei- Lian, Jiangshan- Hao, Shaorui- Jia, Hongyu- Yao, Hangping- Zhang, Yimin- Zheng, Ruoheng- Chen, Dong- Yao, Jinmei- Hu, Jianhua- Gao, Jianguo- Shen, Jian- Wen, Liang- Ren, Yue- Yu, Guodong- Wang, Xiaoyan- Lu, Yingfeng- Yu, Xiaopeng- Yu, Liang- Xiang, Dairong- Zheng, Lin- Wu, Nanping- Lu, Xiangyun- Cheng, Linfang- Liu, Fumin- Wu, Haibo- Jin, Changzhong- Yang, Xiaofeng- Qian, Pengxu- Qiu, Yunqing- Sheng, Jifang- Liang, Tingbo- Li, Lanjuan- Yang, Yida;;https://doi.org/10.1101/2020.03.10.20033944
ej8fx52u;MedRxiv;On the reliability of model-based predictions in the context of the current COVID epidemic event: impact of outbreak peak phase and data paucity;10.1101/2020.04.24.20078485;medrxiv;29/4/2020;Daunizeau, J.- Moran, R. J.- Mattout, J.- Friston, K.;;http://medrxiv.org/cgi/content/short/2020.04.24.20078485v1?rss=1
d8ufzkys;BioRxiv;Propagation, inactivation, and safety testing of SARS-CoV-2;10.1101/2020.05.13.094482;biorxiv;13/5/2020;Jureka, Alexander S.- Silvas, Jesus A.- Basler, Christopher F.;bioRxiv;https://doi.org/10.1101/2020.05.13.094482
zyn8p6w9;MedRxiv;Swab Tests and COVID 19, Italy case studied using Artificial Intelligence, Statistical Analysis and MLR;10.1101/2020.06.02.20120394;medrxiv;4/6/2020;Pirouz, B.- Javadi Nejad, H.- Violini, G.;;http://medrxiv.org/cgi/content/short/2020.06.02.20120394v1?rss=1
17oac3bg;MedRxiv;Using ILI surveillance to estimate state-specific case detection rates and forecast SARS-CoV-2 spread in the United States;10.1101/2020.04.01.20050542;medrxiv;3/4/2020;Silverman, Justin D- Hupert, Nathaniel- Washburne, Alex D;;https://doi.org/10.1101/2020.04.01.20050542
gphud9yx;MedRxiv;Depression and anxiety during 2019 coronavirus disease pandemic in Saudi Arabia: a cross-sectional study;10.1101/2020.05.09.20096677;medrxiv;15/5/2020;Alyami, H. S.- Naser, A. Y.- Dahmash, E. Z.- Alyami, M. H.- Al Meanazel, O. T.- Al-Meanazel, A. T.;;http://medrxiv.org/cgi/content/short/2020.05.09.20096677v1?rss=1
gt7kmzj6;MedRxiv;SARS-CoV-2 seroprevalence trends in healthy blood donors during the COVID-19 Milan outbreak;10.1101/2020.05.11.20098442;medrxiv;18/5/2020;Valenti, L.- Bergna, A.- Pelusi, S.- Facciotti, F.- Lai, A.- Tarkowski, M.- Berzuini, A.- Caprioli, F.- Santoro, L.- Baselli, G.- Della Ventura, C.- Erba, E.- Bosari, S.- Galli, M.- Zehender, G.- Prati, D.;;http://medrxiv.org/cgi/content/short/2020.05.11.20098442v1?rss=1
7znqpdxs;MedRxiv;Questionnaire assessment helps the self-management of patients with inflammatory bowel disease during the outbreak of Coronavirus Disease 2019;10.1101/2020.03.25.20043364;medrxiv;27/3/2020;Yu, M.- Ye, Z.- Chen, Y.- Qin, T.- Kou, J.- Tian, D.- Xiao, F.;;http://medrxiv.org/cgi/content/short/2020.03.25.20043364v1?rss=1
c29ffh9h;WHO;Preface of Special Issue “Cares in the Age of Communication: Health Education and Healthy Lifestyles”: Social Media and Health Communication in a Pandemic?;10.3390/ejihpe10020042;unk;2020;Herrera-Peco, Ivan- de la Torre-Montero, Julio C.;European Journal of Investigation in Health, Psychology and Education;https://doi.org/10.3390/ejihpe10020042
yxo8oanc;BioRxiv;3D Variability Analysis: Directly resolving continuous flexibility and discrete heterogeneity from single particle cryo-EM images;10.1101/2020.04.08.032466;biorxiv;9/4/2020;Punjani, Ali- Fleet, David J.;bioRxiv;https://doi.org/10.1101/2020.04.08.032466
3h4z9970;WHO;Offline: COVID-19-what we can expect to come;10.1016/s0140-6736(20)31355-6;unk;2020;Horton, R.;Lancet (London, England);https://doi.org/10.1016/s0140-6736(20)31355-6
jxtch47t;MedRxiv;Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series;10.1101/2020.02.23.20026856;medrxiv;25/2/2020;Qian, Guo-Qing- Yang, Nai-Bin- Ding, Feng- Ma, Ada Hoi Yan- Wang, Zong-Yi- Shen, Yue-Fei- Shi, Chun-Wei- Lian, Xiang- Chu, Jin-Guo- Chen, Lei- Wang, Zhi-Yu- Ren, Da-Wei- Li, Guo-Xiang- Chen, Xue-Qin- Shen, Hua-Jiang- Chen, Xiao-Min;;https://doi.org/10.1101/2020.02.23.20026856
2bh5j5p0;BioRxiv;“Identification and enrichment of SECReTE cis-acting RNA elements in the Coronaviridae and other (+) single-strand RNA viruses”;10.1101/2020.04.20.050088;biorxiv;20/4/2020;Haimovich, Gal- Olender, Tsviya- Baez, Camila- Gerst, Jeffrey E.;bioRxiv;https://doi.org/10.1101/2020.04.20.050088
dsnniuo6;MedRxiv;Low blood sodium increases risk and severity of COVID-19: a systematic review, meta-analysis and retrospective cohort study;10.1101/2020.05.18.20102509;medrxiv;22/5/2020;Luo, Y.- Li, Y.- Dai, J.;;http://medrxiv.org/cgi/content/short/2020.05.18.20102509v1?rss=1
umyiqso1;MedRxiv;Global health security capacity against COVID-19 outbreak and its association with the case fatality rate: an analysis of annual data from 210 countries and territories;10.1101/2020.04.25.20079186;medrxiv;29/4/2020;Maraghi, E.- Saki Malehi, A.- rahim, F.;;http://medrxiv.org/cgi/content/short/2020.04.25.20079186v1?rss=1
a9lw6vrs;MedRxiv;Population based estimates of comorbidities affecting risk for complications from COVID-19 in the US;10.1101/2020.03.30.20043919;medrxiv;2/4/2020;Adams, Mary L- Katz, David L- Grandpre, Joseph;;https://doi.org/10.1101/2020.03.30.20043919
9607dy2o;MedRxiv;Generalized logistic growth modeling of the COVID-19 outbreak in 29 provinces in China and in the rest of the world;10.1101/2020.03.11.20034363;medrxiv;16/3/2020;Wu, Ke- Darcet, Didier- Wang, Qian- Sornette, Didier;;https://doi.org/10.1101/2020.03.11.20034363
ykc6u4w1;WHO;Laboratory predictors of death from coronavirus disease 2019 (COVID-19) in the area of Valcamonica, Italy;10.1515/cclm-2020-0459;unk;2020;Bonetti, Graziella- Manelli, Filippo- Patroni, Andrea- Bettinardi, Alessandra- Borrelli, Gianluca- Fiordalisi, Gianfranco- Marino, Antonio- Menolfi, Annamaria- Saggini, Sara- Volpi, Roberta- Anesi, Adriano- Lippi, Giuseppe;Clin. Chem. Lab. Med.;https://doi.org/10.1515/cclm-2020-0459
njxqf8bn;MedRxiv;COVID-19: How to Relax Social Distancing If You Must;10.1101/2020.04.29.20085134;medrxiv;5/5/2020;Duque, D.- Morton, D. P.- Singh, B.- Du, Z.- Pasco, R.- Meyers, L. A.;;http://medrxiv.org/cgi/content/short/2020.04.29.20085134v1?rss=1
ez4v8xr0;MedRxiv;IgA dominates the early neutralizing antibody response to SARS-CoV-2;10.1101/2020.06.10.20126532;medrxiv;11/6/2020;Sterlin, D.- Mathian, A.- Miyara, M.- Mohr, A.- Anna, F.- Claer, L.- Quentric, P.- Fadlallah, J.- Ghillani, P.- Gunn, C.- Hockett, R.- Mudumba, S.- Guihot, A.- Luyt, C.-E.- Mayaux, J.- Beurton, A.- Fourati, S.- Lacorte, J.-M.- Yssel, H.- Parizot, C.- Dorgham, K.- Charneau, P.- Amoura, Z.- Gorochov, G.;;http://medrxiv.org/cgi/content/short/2020.06.10.20126532v1?rss=1
762k3xko;MedRxiv;Prevalence of SARS-CoV-2 infection in the Luxembourgish population: the CON-VINCE study.;10.1101/2020.05.11.20092916;medrxiv;18/5/2020;Snoeck, C. J.- Vaillant, M.- Abdelrahman, T.- Satagopam, V. P.- Turner, J. D.- Beaumont, K.- Gomes, C. P. C.- Fritz, J. V.- SchroÌˆder, V. E.- Kaysen, A.- Pavelka, L.- Stute, L.- Ramos Meyers, G.- Pauly, L.- Hansen, M.- Pauly, C.- Aguayo, G. A.- Perquin, M.- Hanff, A.-M.- Ghosh, S.- Gantenbein, M.- Huiart, L.- Ollert, M.- KruÌˆger, R.;;http://medrxiv.org/cgi/content/short/2020.05.11.20092916v1?rss=1
xilib1jg;WHO;Physical Activity Levels and Related Energy Expenditure during COVID-19 Quarantine among the Sicilian Active Population: A Cross-Sectional Online Survey Study;10.3390/su12114356;unk;2020;Giustino, Valerio- Parroco, Anna Maria- Gennaro, Antonio- Musumeci, Giuseppe- Palma, Antonio- Battaglia, Giuseppe;Sustainability 2020, Vol. 12, Page 4356;https://doi.org/10.3390/su12114356
irqdb024;BioRxiv;In Vitro Inhibition of SARS-CoV-2 Infection by Bovine Lactoferrin;10.1101/2020.05.13.093781;biorxiv;13/5/2020;de Carvalho, Carlos Alberto Marques- da Rocha Matos, Aline- Caetano, Braulia Costa- de Sousa Junior, Ivanildo Pedro- da Costa Campos, Samir Pereira- Geraldino, Barbara Rodrigues- Barros, Caroline Augusto- de Almeida, Matheus Augusto Patricio- Rocha, Vanessa Pimenta- da Silva, Andréa Marques Vieira- Melgaço, Juliana Gil- da Costa Neves, Patrícia Cristina- da Costa Barros, Tamiris Azamor- Ano Bom, Ana Paula Dinis- Siqueira, Marilda Mendonça- Missailidis, Sotiris- Gonçalves, Rafael Braga;bioRxiv;https://doi.org/10.1101/2020.05.13.093781
